TRANSACTION_COMPLETE_DATE	TRANSACTION_TYPE	ORDER_ID	ITEM_NAME	SALE_DEPART_COUNTRY	SALE_ARRIVAL_COUNTRY	TAX_REPORTING_SCHEME	TAXABLE_JURISDICTION	BUYER_COUNTRY	TOTAL_ACTIVITY_VALUE_AMT_VAT_EXCL	TOTAL_ACTIVITY_VALUE_VAT_AMT	TOTAL_ACTIVITY_VALUE_AMT_VAT_INCL	PRICE_ITEMS_VAT_EXCL_AMT	PRICE_ITEMS_VAT_AMT	PRICE_ITEMS_VAT_INCL_AMT	SHIPPING_VALUE_VAT_EXCL_AMT	SHIPPING_VALUE_VAT_AMT	SHIPPING_VALUE_VAT_INCL_AMT	GIFT_WRAP_VALUE_VAT_EXCL_AMT	GIFT_WRAP_VALUE_VAT_AMT	TOTAL_PRICE_OF_ITEMS_AMT_VAT_INCL	TRANSACTION_CURRENCY_CODE	EXCHANGE_RATE	VAT_RATE_PERCENT	TAX_COLLECTION_MODEL	TAX_COLLECTION_RESPONSIBILITY	COST_PRICE_OF_ITEMS	BUYER_VAT_NUMBER	SHIP_FROM_COUNTRY	SHIP_TO_COUNTRY	FULFILLMENT_CHANNEL
2026-03-02 01:19:00	Sale	491-7527848-8577691	6x B08LG2X98F - Anker PowerBank 20000mAh	FR	IT	UNION-OSS	IT	IT	196.67	43.27	239.94	196.67	43.27	239.94	0.0	0.0	0.0	0.0	0.0	239.94	EUR	1.0	22.0	Seller	Seller	75.0	ITINV96990X	FR	IT	AFN
2026-03-02 01:20:00	Sale	406-9637408-9333050	17x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	4405.67	0.0	4405.67	4405.67	0.0	4405.67	0.0	0.0	0.0	0.0	0.0	4405.67	PLN	0.23148	0.0	Seller	Seller	255.0	PL7407730596	FR	PL	AFN
2026-03-02 01:35:00	Sale	413-1215607-9342779	"11x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	DE	REGULAR	DE	DE	1571.34	298.55	1869.89	1571.34	298.55	1869.89	0.0	0.0	0.0	0.0	0.0	1869.89	EUR	1.0	19.0	Seller	Seller	495.0	DE727807810	DE	DE	AFN
2026-03-02 01:38:00	Sale	403-7522657-1901026	21x B0932Q6M4B - Apple AirTag (4 Pack)	FR	FR	REGULAR	FR	FR	2082.5	416.5	2499.0	2082.5	416.5	2499.0	0.0	0.0	0.0	0.0	0.0	2499.0	EUR	1.0	20.0	Seller	Seller	1008.0	FR70660818474	FR	FR	AFN
2026-03-02 01:38:00	Sale	406-4162951-4600103	6x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	DE	REGULAR	DE	DE	1255.46	238.54	1494.0	1255.46	238.54	1494.0	0.0	0.0	0.0	0.0	0.0	1494.0	EUR	1.0	19.0	Seller	Seller	570.0	DE409001712	DE	DE	AFN
2026-03-02 02:22:00	Sale	471-4382289-7644429	3x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	PL	UNION-OSS	PL	PL	1587.48	365.12	1952.6	1569.95	361.09	1931.04	17.53	4.03	21.56	0.0	0.0	1931.04	PLN	0.23148	23.0	Seller	Seller	180.0		FR	PL	AFN
2026-03-02 02:26:00	Inbound		2x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	FR				39.98	0.0	39.98	39.98	0.0	39.98	0.0	0.0	0.0	0.0	0.0	39.98	EUR	1.0	0.0			10.0		FR	FR	
2026-03-02 02:36:00	Sale	442-4577292-6790646	13x B08LG2X98F - Anker PowerBank 20000mAh	DE	FR	UNION-OSS	FR	FR	433.23	86.64	519.87	433.23	86.64	519.87	0.0	0.0	0.0	0.0	0.0	519.87	EUR	1.0	20.0	Seller	Seller	162.5	FRINV19275X	DE	FR	AFN
2026-03-02 03:26:00	FC_Transfer		3x B0932Q6M4B - Apple AirTag (4 Pack)	FR	ES	INTRA_COMMUNITY	ES		357.0	0.0	357.0	357.0	0.0	357.0	0.0	0.0	0.0	0.0	0.0	357.0	EUR	1.0	0.0	Seller	Seller	144.0		FR	ES	AFN
2026-03-02 03:37:00	Sale	487-4331456-1853980	"20x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	3414.77	0.0	3414.77	3399.8	0.0	3399.8	14.97	0.0	14.97	0.0	0.0	3399.8	EUR	1.0	0.0	Seller	Seller	900.0	IT41693778697	DE	IT	AFN
2026-03-02 03:38:00	Sale	470-7593207-1258621	4x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	PL	UNION-OSS	PL	PL	1531.32	352.2	1883.52	1531.32	352.2	1883.52	0.0	0.0	0.0	0.0	0.0	1883.52	PLN	0.23148	23.0	Seller	Seller	140.0		FR	PL	AFN
2026-03-02 03:39:00	Sale	426-3458573-8307445	2x B0932Q6M4B - Apple AirTag (4 Pack)	FR	GB	REGULAR	GB	GB	168.58	33.72	202.3	168.58	33.72	202.3	0.0	0.0	0.0	0.0	0.0	202.3	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	96.0		FR	GB	AFN
2026-03-02 03:53:00	Sale	423-2622583-5703139	2x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	US	NON-EU-EXPORT	US	US	43.58	0.0	43.58	43.58	0.0	43.58	0.0	0.0	0.0	0.0	0.0	43.58	USD	0.91743	0.0	Seller	Seller	10.0		FR	US	AFN
2026-03-02 04:33:00	Sale	461-7673305-8761229	1x B08LG2X98F - Anker PowerBank 20000mAh	DE	DE	REGULAR	DE	DE	33.61	6.38	39.99	33.61	6.38	39.99	0.0	0.0	0.0	0.0	0.0	39.99	EUR	1.0	19.0	Seller	Seller	12.5		DE	DE	AFN
2026-03-02 04:45:00	FC_Transfer		1x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	ES	INTRA_COMMUNITY	ES		249.0	0.0	249.0	249.0	0.0	249.0	0.0	0.0	0.0	0.0	0.0	249.0	EUR	1.0	0.0	Seller	Seller	95.0		FR	ES	AFN
2026-03-02 04:45:00	Inbound		1x B08LG2X98F - Anker PowerBank 20000mAh	FR	FR				39.99	0.0	39.99	39.99	0.0	39.99	0.0	0.0	0.0	0.0	0.0	39.99	EUR	1.0	0.0			12.5		FR	FR	
2026-03-02 04:51:00	Refund	405-9724742-3321912	15x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-3735.0	-0.0	-3735.0	-3735.0	-0.0	-3735.0	-0.0	-0.0	-0.0	0.0	0.0	-3735.0	EUR	1.0	0.0	Seller	Seller	1425.0	DE285308325	FR	DE	AFN
2026-03-02 05:14:00	Sale	474-8631751-8765708	19x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	DE	REGULAR	DE	DE	319.17	60.64	379.81	319.17	60.64	379.81	0.0	0.0	0.0	0.0	0.0	379.81	EUR	1.0	19.0	Seller	Seller	95.0	DE358544758	DE	DE	AFN
2026-03-02 05:51:00	Sale	485-7076806-8511402	3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	DE	GB	REGULAR	GB	GB	127.48	25.49	152.97	127.48	25.49	152.97	0.0	0.0	0.0	0.0	0.0	152.97	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	45.0		DE	GB	AFN
2026-03-02 06:06:00	Refund	460-9985846-4084114	3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	FR	REGULAR	FR	FR	-149.97	-30.0	-179.97	-149.97	-30.0	-179.97	-0.0	-0.0	-0.0	0.0	0.0	-179.97	EUR	1.0	20.0	Seller	Seller	45.0		FR	FR	AFN
2026-03-02 06:11:00	FC_Transfer		3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	DE	INTRA_COMMUNITY	DE		179.97	0.0	179.97	179.97	0.0	179.97	0.0	0.0	0.0	0.0	0.0	179.97	EUR	1.0	0.0	Seller	Seller	45.0		FR	DE	AFN
2026-03-02 08:33:00	Sale	476-7981544-3979405	9x B0932Q6M4B - Apple AirTag (4 Pack)	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	1085.97	0.0	1085.97	1071.0	0.0	1071.0	14.97	0.0	14.97	0.0	0.0	1071.0	EUR	1.0	0.0	Seller	Seller	432.0	IT40909362050	DE	IT	AFN
2026-03-02 08:52:00	Refund	414-1936583-3056433	20x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-1199.8	-0.0	-1199.8	-1199.8	-0.0	-1199.8	-0.0	-0.0	-0.0	0.0	0.0	-1199.8	EUR	1.0	0.0	Seller	Seller	300.0	DE359419331	FR	DE	AFN
2026-03-02 09:23:00	Sale	474-1943488-3446921	"3x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	GB	REGULAR	GB	GB	361.23	72.24	433.47	361.23	72.24	433.47	0.0	0.0	0.0	0.0	0.0	433.47	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	135.0		FR	GB	AFN
2026-03-02 09:39:00	Sale	467-9681824-8378496	8x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	DE	REGULAR	DE	DE	134.39	25.53	159.92	134.39	25.53	159.92	0.0	0.0	0.0	0.0	0.0	159.92	EUR	1.0	19.0	Seller	Seller	40.0	DE862906282	DE	DE	AFN
2026-03-02 10:21:00	Refund	478-6127765-6700198	23x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-1394.74	-0.0	-1394.74	-1379.77	-0.0	-1379.77	-14.97	-0.0	-14.97	0.0	0.0	-1379.77	EUR	1.0	0.0	Seller	Seller	345.0	DE319074987	FR	DE	AFN
2026-03-02 10:24:00	FC_Transfer		1x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	DE	INTRA_COMMUNITY	DE		249.0	0.0	249.0	249.0	0.0	249.0	0.0	0.0	0.0	0.0	0.0	249.0	EUR	1.0	0.0	Seller	Seller	95.0		FR	DE	AFN
2026-03-02 10:57:00	Refund	407-9967055-5509220	4x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	IT	UNION-OSS	IT	IT	-488.52	-107.48	-596.0	-488.52	-107.48	-596.0	-0.0	-0.0	-0.0	0.0	0.0	-596.0	EUR	1.0	22.0	Seller	Seller	240.0		FR	IT	AFN
2026-03-02 11:02:00	Sale	410-7799081-1664081	3x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	US	NON-EU-EXPORT	US	US	814.23	0.0	814.23	814.23	0.0	814.23	0.0	0.0	0.0	0.0	0.0	814.23	USD	0.91743	0.0	Seller	Seller	285.0		FR	US	AFN
2026-03-02 11:09:00	Sale	474-9739534-3610239	11x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	2850.72	0.0	2850.72	2850.72	0.0	2850.72	0.0	0.0	0.0	0.0	0.0	2850.72	PLN	0.23148	0.0	Seller	Seller	165.0	PL5745983594	FR	PL	AFN
2026-03-02 11:11:00	FC_Transfer		4x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	ES	INTRA_COMMUNITY	ES		79.96	0.0	79.96	79.96	0.0	79.96	0.0	0.0	0.0	0.0	0.0	79.96	EUR	1.0	0.0	Seller	Seller	20.0		FR	ES	AFN
2026-03-02 11:12:00	FC_Transfer		3x B08LG2X98F - Anker PowerBank 20000mAh	DE	PL	INTRA_COMMUNITY	PL		119.97	0.0	119.97	119.97	0.0	119.97	0.0	0.0	0.0	0.0	0.0	119.97	EUR	1.0	0.0	Seller	Seller	37.5		DE	PL	AFN
2026-03-02 11:14:00	FC_Transfer		1x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	PL	INTRA_COMMUNITY	PL		109.0	0.0	109.0	109.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	109.0	EUR	1.0	0.0	Seller	Seller	35.0		DE	PL	AFN
2026-03-02 11:20:00	Sale	416-5603374-7346599	"16x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	DE	REGULAR	DE	DE	2285.58	434.26	2719.84	2285.58	434.26	2719.84	0.0	0.0	0.0	0.0	0.0	2719.84	EUR	1.0	19.0	Seller	Seller	720.0	DE583497585	DE	DE	AFN
2026-03-02 11:23:00	Sale	455-7048272-1685974	3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	GB	REGULAR	GB	GB	131.01	26.2	157.21	127.48	25.49	152.97	3.53	0.71	4.24	0.0	0.0	152.97	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	45.0		FR	GB	AFN
2026-03-02 11:51:00	Sale	428-2573987-6139894	"4x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	FR	REGULAR	FR	FR	566.63	113.33	679.96	566.63	113.33	679.96	0.0	0.0	0.0	0.0	0.0	679.96	EUR	1.0	20.0	Seller	Seller	180.0		FR	FR	AFN
2026-03-02 12:15:00	Refund	486-1487597-3547415	4x B08LG2X98F - Anker PowerBank 20000mAh	DE	GB	REGULAR	GB	GB	-116.84	-23.37	-140.21	-113.31	-22.66	-135.97	-3.53	-0.71	-4.24	0.0	0.0	-135.97	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	50.0		DE	GB	AFN
2026-03-02 14:53:00	Inbound		4x B08LG2X98F - Anker PowerBank 20000mAh	FR	FR				159.96	0.0	159.96	159.96	0.0	159.96	0.0	0.0	0.0	0.0	0.0	159.96	EUR	1.0	0.0			50.0		FR	FR	
2026-03-02 14:54:00	Refund	416-5176189-9498875	4x B0932Q6M4B - Apple AirTag (4 Pack)	FR	FR	REGULAR	FR	FR	-400.83	-80.16	-480.99	-396.67	-79.33	-476.0	-4.16	-0.83	-4.99	0.0	0.0	-476.0	EUR	1.0	20.0	Seller	Seller	192.0		FR	FR	AFN
2026-03-02 15:02:00	FC_Transfer		3x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	PL	INTRA_COMMUNITY	PL		747.0	0.0	747.0	747.0	0.0	747.0	0.0	0.0	0.0	0.0	0.0	747.0	EUR	1.0	0.0	Seller	Seller	285.0		DE	PL	AFN
2026-03-02 15:03:00	FC_Transfer		1x B08LG2X98F - Anker PowerBank 20000mAh	FR	ES	INTRA_COMMUNITY	ES		39.99	0.0	39.99	39.99	0.0	39.99	0.0	0.0	0.0	0.0	0.0	39.99	EUR	1.0	0.0	Seller	Seller	12.5		FR	ES	AFN
2026-03-02 15:31:00	Sale	406-6670939-7019971	13x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	259.87	0.0	259.87	259.87	0.0	259.87	0.0	0.0	0.0	0.0	0.0	259.87	EUR	1.0	0.0	Seller	Seller	65.0	IT71725756227	DE	IT	AFN
2026-03-02 15:49:00	Sale	441-4459276-1513738	5x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	DE	DE	REGULAR	DE	DE	252.06	47.89	299.95	252.06	47.89	299.95	0.0	0.0	0.0	0.0	0.0	299.95	EUR	1.0	19.0	Seller	Seller	75.0	DE734391455	DE	DE	AFN
2026-03-02 15:54:00	Sale	486-2685285-7021437	2x B0932Q6M4B - Apple AirTag (4 Pack)	FR	GB	REGULAR	GB	GB	172.11	34.43	206.54	168.58	33.72	202.3	3.53	0.71	4.24	0.0	0.0	202.3	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	96.0		FR	GB	AFN
2026-03-02 16:20:00	Sale	412-4391905-4417036	16x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	DE	DE	REGULAR	DE	DE	2003.36	380.64	2384.0	2003.36	380.64	2384.0	0.0	0.0	0.0	0.0	0.0	2384.0	EUR	1.0	19.0	Seller	Seller	960.0	DE530397469	DE	DE	AFN
2026-03-02 16:21:00	Refund	424-9427932-1681751	4x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	FR	REGULAR	FR	FR	-496.67	-99.33	-596.0	-496.67	-99.33	-596.0	-0.0	-0.0	-0.0	0.0	0.0	-596.0	EUR	1.0	20.0	Seller	Seller	240.0		FR	FR	AFN
2026-03-02 16:27:00	FC_Transfer		2x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	ES	INTRA_COMMUNITY	ES		498.0	0.0	498.0	498.0	0.0	498.0	0.0	0.0	0.0	0.0	0.0	498.0	EUR	1.0	0.0	Seller	Seller	190.0		FR	ES	AFN
2026-03-02 16:48:00	Refund	416-1262391-1221164	"1x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	FR	FR	REGULAR	FR	FR	-145.82	-29.16	-174.98	-141.66	-28.33	-169.99	-4.16	-0.83	-4.99	0.0	0.0	-169.99	EUR	1.0	20.0	Seller	Seller	45.0		FR	FR	AFN
2026-03-02 17:23:00	Refund	410-3102468-1963638	4x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	FR	REGULAR	FR	FR	-70.79	-14.16	-84.95	-66.63	-13.33	-79.96	-4.16	-0.83	-4.99	0.0	0.0	-79.96	EUR	1.0	20.0	Seller	Seller	20.0		FR	FR	AFN
2026-03-02 17:37:00	Refund	443-8522309-2055375	6x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-894.0	-0.0	-894.0	-894.0	-0.0	-894.0	-0.0	-0.0	-0.0	0.0	0.0	-894.0	EUR	1.0	0.0	Seller	Seller	360.0	DE834954086	FR	DE	AFN
2026-03-02 17:57:00	Sale	497-9711210-1633285	"14x B09TMN584B - Kindle Paperwhite (16 GB) - 6.8"" display"	DE	FR	UNION-OSS	FR	FR	1983.22	396.64	2379.86	1983.22	396.64	2379.86	0.0	0.0	0.0	0.0	0.0	2379.86	EUR	1.0	20.0	Seller	Seller	630.0	FRINV22101X	DE	FR	AFN
2026-03-02 17:58:00	Sale	409-1711010-1005936	10x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	PL	B2B_INTRA_COMMUNITY	PL	PL	863.57	0.0	863.57	863.57	0.0	863.57	0.0	0.0	0.0	0.0	0.0	863.57	PLN	0.23148	0.0	Seller	Seller	50.0	PL9277798797	FR	PL	AFN
2026-03-02 18:13:00	Sale	448-7580543-9883577	1x B08LG2X98F - Anker PowerBank 20000mAh	DE	SE	UNION-OSS	SE	SE	366.31	91.58	457.89	366.31	91.58	457.89	0.0	0.0	0.0	0.0	0.0	457.89	SEK	0.08734	25.0	Seller	Seller	12.5		DE	SE	AFN
2026-03-02 18:20:00	Sale	445-1882098-1144437	13x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	1431.97	0.0	1431.97	1417.0	0.0	1417.0	14.97	0.0	14.97	0.0	0.0	1417.0	EUR	1.0	0.0	Seller	Seller	455.0	IT36485549639	DE	IT	AFN
2026-03-02 18:46:00	FC_Transfer		1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	DE	INTRA_COMMUNITY	DE		59.99	0.0	59.99	59.99	0.0	59.99	0.0	0.0	0.0	0.0	0.0	59.99	EUR	1.0	0.0	Seller	Seller	15.0		FR	DE	AFN
2026-03-02 18:59:00	Sale	446-3734401-4462804	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	IT	UNION-OSS	IT	IT	268.03	58.97	327.0	268.03	58.97	327.0	0.0	0.0	0.0	0.0	0.0	327.0	EUR	1.0	22.0	Seller	Seller	105.0		FR	IT	AFN
2026-03-02 19:05:00	Sale	449-4285169-6062886	2x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	FR	US	NON-EU-EXPORT	US	US	542.82	0.0	542.82	542.82	0.0	542.82	0.0	0.0	0.0	0.0	0.0	542.82	USD	0.91743	0.0	Seller	Seller	190.0		FR	US	AFN
2026-03-02 19:17:00	Sale	470-6898780-9932910	1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	FR	REGULAR	FR	FR	49.99	10.0	59.99	49.99	10.0	59.99	0.0	0.0	0.0	0.0	0.0	59.99	EUR	1.0	20.0	Seller	Seller	15.0		FR	FR	AFN
2026-03-02 19:25:00	Refund	496-6679198-2469152	2x B08C56KX2F - Sony WH-1000XM4 Noise Canceling Headphones	DE	GB	REGULAR	GB	GB	-356.28	-71.26	-427.54	-352.75	-70.55	-423.3	-3.53	-0.71	-4.24	0.0	0.0	-423.3	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	190.0		DE	GB	AFN
2026-03-02 19:31:00	Sale	423-7207001-3687429	2x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	PL	UNION-OSS	PL	PL	421.39	96.92	518.31	421.39	96.92	518.31	0.0	0.0	0.0	0.0	0.0	518.31	PLN	0.23148	23.0	Seller	Seller	30.0		FR	PL	AFN
2026-03-02 19:37:00	FC_Transfer		1x B073JYC4XM - SanDisk 128GB Ultra MicroSDXC	FR	DE	INTRA_COMMUNITY	DE		19.99	0.0	19.99	19.99	0.0	19.99	0.0	0.0	0.0	0.0	0.0	19.99	EUR	1.0	0.0	Seller	Seller	5.0		FR	DE	AFN
2026-03-02 19:44:00	Sale	471-7124939-2291785	1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	DE	GB	REGULAR	GB	GB	46.02	9.21	55.23	42.49	8.5	50.99	3.53	0.71	4.24	0.0	0.0	50.99	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	15.0		DE	GB	AFN
2026-03-02 19:46:00	FC_Transfer		2x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	ES	INTRA_COMMUNITY	ES		119.98	0.0	119.98	119.98	0.0	119.98	0.0	0.0	0.0	0.0	0.0	119.98	EUR	1.0	0.0	Seller	Seller	30.0		FR	ES	AFN
2026-03-02 20:15:00	Refund	456-3943639-2128729	2x B08LG2X98F - Anker PowerBank 20000mAh	DE	GB	REGULAR	GB	GB	-56.65	-11.33	-67.98	-56.65	-11.33	-67.98	-0.0	-0.0	-0.0	0.0	0.0	-67.98	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	25.0		DE	GB	AFN
2026-03-02 20:48:00	Refund	454-5047023-4101957	10x B08LG2X98F - Anker PowerBank 20000mAh	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	-399.9	-0.0	-399.9	-399.9	-0.0	-399.9	-0.0	-0.0	-0.0	0.0	0.0	-399.9	EUR	1.0	0.0	Seller	Seller	125.0	DE176685824	FR	DE	AFN
2026-03-02 21:05:00	Sale	465-3081980-1929754	12x B0932Q6M4B - Apple AirTag (4 Pack)	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	1428.0	0.0	1428.0	1428.0	0.0	1428.0	0.0	0.0	0.0	0.0	0.0	1428.0	EUR	1.0	0.0	Seller	Seller	576.0	IT51752577573	DE	IT	AFN
2026-03-02 21:12:00	Sale	447-3980406-2183284	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	PL	UNION-OSS	PL	PL	1148.49	264.15	1412.64	1148.49	264.15	1412.64	0.0	0.0	0.0	0.0	0.0	1412.64	PLN	0.23148	23.0	Seller	Seller	105.0		FR	PL	AFN
2026-03-02 22:25:00	Sale	406-8605831-9091420	2x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	ES	UNION-OSS	ES	ES	184.29	38.7	222.99	180.17	37.83	218.0	4.12	0.87	4.99	0.0	0.0	218.0	EUR	1.0	21.0	Seller	Seller	70.0		DE	ES	AFN
2026-03-02 23:09:00	Sale	441-9477262-9707137	3x B08LG2X98F - Anker PowerBank 20000mAh	DE	GB	REGULAR	GB	GB	84.98	16.99	101.97	84.98	16.99	101.97	0.0	0.0	0.0	0.0	0.0	101.97	GBP	1.17647	20.0	MarketplaceFacilitator	Amazon	37.5		DE	GB	AFN
2026-03-02 23:32:00	Sale	444-6970126-6140948	17x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	DE	FR	UNION-OSS	FR	FR	1544.17	308.83	1853.0	1544.17	308.83	1853.0	0.0	0.0	0.0	0.0	0.0	1853.0	EUR	1.0	20.0	Seller	Seller	595.0	FRINV96007X	DE	FR	AFN
2026-03-02 23:43:00	Refund	467-7311586-9364264	3x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	IT	UNION-OSS	IT	IT	-268.03	-58.97	-327.0	-268.03	-58.97	-327.0	-0.0	-0.0	-0.0	0.0	0.0	-327.0	EUR	1.0	22.0	Seller	Seller	105.0		FR	IT	AFN
2026-03-03 01:03:00	Refund	439-1094118-4458936	1x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	FR	FR	REGULAR	FR	FR	-49.99	-10.0	-59.99	-49.99	-10.0	-59.99	-0.0	-0.0	-0.0	0.0	0.0	-59.99	EUR	1.0	20.0	Seller	Seller	15.0		FR	FR	AFN
2026-03-03 01:04:00	Inbound		4x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	FR				436.0	0.0	436.0	436.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	436.0	EUR	1.0	0.0			140.0		FR	FR	
2026-03-03 01:07:00	Sale	430-9931761-6638354	4x B08LG2X98F - Anker PowerBank 20000mAh	DE	ES	UNION-OSS	ES	ES	132.2	27.76	159.96	132.2	27.76	159.96	0.0	0.0	0.0	0.0	0.0	159.96	EUR	1.0	21.0	Seller	Seller	50.0		DE	ES	AFN
2026-03-03 01:07:00	Sale	484-1830106-9119348	4x B08LG2X98F - Anker PowerBank 20000mAh	DE	SE	UNION-OSS	SE	SE	1465.23	366.31	1831.54	1465.23	366.31	1831.54	0.0	0.0	0.0	0.0	0.0	1831.54	SEK	0.08734	25.0	Seller	Seller	50.0		DE	SE	AFN
2026-03-03 01:36:00	Sale	444-5891350-5580534	14x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	DE	IT	B2B_INTRA_COMMUNITY	IT	IT	2100.97	0.0	2100.97	2086.0	0.0	2086.0	14.97	0.0	14.97	0.0	0.0	2086.0	EUR	1.0	0.0	Seller	Seller	840.0	IT70156394894	DE	IT	AFN
2026-03-03 01:55:00	Sale	448-2411730-6856031	25x B084GBC5Y2 - Nespresso Vertuo Next Coffee Machine	FR	DE	B2B_INTRA_COMMUNITY	DE	DE	3725.0	0.0	3725.0	3725.0	0.0	3725.0	0.0	0.0	0.0	0.0	0.0	3725.0	EUR	1.0	0.0	Seller	Seller	1500.0	DE648117766	FR	DE	AFN
2026-03-03 02:21:00	Sale	431-8081378-6203319	3x B09B8V1C6A - Echo Dot (5th Gen) - Smart Speaker	DE	ES	UNION-OSS	ES	ES	148.74	31.23	179.97	148.74	31.23	179.97	0.0	0.0	0.0	0.0	0.0	179.97	EUR	1.0	21.0	Seller	Seller	45.0		DE	ES	AFN
2026-03-03 02:34:00	FC_Transfer		1x B09HM94V6G - Logitech MX Master 3S Wireless Mouse	FR	DE	INTRA_COMMUNITY	DE		109.0	0.0	109.0	109.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	109.0	EUR	1.0	0.0	Seller	Seller	35.0		FR	DE	AFN
2026-03-03 02:36:00	Sale	404-5504338-9788049	2x B0932Q6M4B - Apple AirTag (4 Pack)	DE	SE	UNION-OSS	SE	SE	2225.79	556.45	2782.24	2180.08	545.02	2725.1	45.71	11.43	57.14	0.0	0.0	2725.1	SEK	0.08734	25.0	Seller	Seller	96.0		DE	SE	AFN
